order_id,restaurant_id,food_item,order_time,delivery_time,delivery_distance,order_value,delivery_method,traffic_condition,weather_condition,delivery_delay,route_taken,customer_id,age,gender,location,order_history,customer_rating,preferred_cuisine,order_frequency,loyalty_program,food_temperature,food_freshness,packaging_quality,food_condition,customer_satisfaction,small_route,bike_friendly_route,route_type,route_efficiency,traffic_avoidance
ORD004837,55,CoffeeBoba tea,2024-05-12,2024-05-12,5.65,5.45,Walk,High,Snowy,10.87,Route_3,CUST004837,51,Other,Jaipur,38,5,Asian,Monthly,Yes,Cold,5,3,Good,4,True,False,Car-only,0.1115160801761916,No
ORD004838,96,Dumplings,2024-09-26,2024-09-26,3.52,24.13,Car,High,Snowy,15.0,Route_1,CUST004838,38,Other,Mumbai,5,1,Asian,Weekly,Yes,Warm,5,4,Fair,1,False,True,Car-only,0.9678830969233106,Yes
ORD004839,43,Salad,2024-03-16,2024-03-16,2.59,42.19,Bike,Low,Snowy,13.95,Route_3,CUST004839,49,Other,Kolkata,22,2,Italian,Monthly,Yes,Hot,5,2,Poor,5,False,False,Mixed,0.6369321465921536,No
ORD004840,79,Soup,2024-03-11,2024-03-11,14.51,29.31,Car,Low,Rainy,-6.41,Route_3,CUST004840,28,Male,Chennai,6,2,Italian,Monthly,No,Cold,1,4,Fair,3,False,False,Car-only,0.8903068552390918,Yes
ORD004841,55,Burger,2024-03-14,2024-03-14,2.57,48.79,Car,Low,Rainy,0.84,Route_1,CUST004841,33,Male,Delhi,30,2,American,Weekly,Yes,Warm,1,3,Poor,5,False,False,Mixed,0.5646991046741066,No
ORD004842,24,Briyani rice,2024-01-28,2024-01-28,7.8,17.87,Walk,Medium,Sunny,-4.45,Route_4,CUST004842,50,Female,Ahmedabad,3,5,Mexican,Monthly,Yes,Warm,5,2,Good,3,True,False,Car-only,0.8361719373981391,Yes
ORD004843,56,Briyani rice,2024-07-21,2024-07-21,14.97,10.36,Walk,Low,Rainy,-1.21,Route_5,CUST004843,52,Male,Bangalore,31,4,Mexican,Weekly,No,Cold,1,1,Good,2,True,True,Car-only,0.5734274262351811,No
ORD004844,6,Salad,2024-08-03,2024-08-03,2.3,10.66,Bike,High,Rainy,12.1,Route_3,CUST004844,36,Other,Ahmedabad,46,3,Mexican,Monthly,Yes,Warm,1,3,Good,3,False,False,Mixed,0.7976445462080047,No
ORD004845,36,Chicken wings,2024-04-29,2024-04-29,10.78,40.65,Car,High,Sunny,-3.33,Route_3,CUST004845,36,Other,Pune,2,2,Mediterranean,Monthly,Yes,Warm,2,3,Fair,3,False,False,Bike-friendly,0.7732008073700617,No
ORD004846,36,Cookie,2024-07-31,2024-07-31,9.46,9.15,Bike,Low,Rainy,13.78,Route_5,CUST004846,55,Male,Pune,11,5,American,Weekly,No,Warm,2,2,Poor,3,False,True,Car-only,0.948590586440792,Yes
ORD004847,2,Beef pie,2024-03-31,2024-03-31,13.87,41.74,Walk,Medium,Snowy,7.69,Route_1,CUST004847,30,Male,Bangalore,28,3,Italian,Weekly,Yes,Warm,1,2,Fair,1,False,False,Bike-friendly,0.7770332474899634,No
ORD004848,10,Sushi,2024-09-02,2024-09-02,3.76,35.48,Bike,Low,Sunny,7.04,Route_2,CUST004848,44,Female,Lucknow,17,1,Mediterranean,Weekly,Yes,Hot,5,1,Fair,5,True,True,Car-only,0.3113416276804944,No
ORD004849,13,CoffeeBoba tea,2024-01-11,2024-01-11,6.94,7.61,Car,Medium,Sunny,19.8,Route_3,CUST004849,54,Other,Hyderabad,46,2,Asian,Weekly,Yes,Cold,4,5,Good,3,False,True,Car-only,0.1320731303544623,No
ORD004850,60,Sushi,2024-07-30,2024-07-30,11.49,12.09,Bike,Medium,Sunny,-6.91,Route_3,CUST004850,56,Male,Hyderabad,10,1,Mediterranean,Weekly,Yes,Cold,1,2,Poor,5,False,True,Mixed,0.2003533486755576,No
ORD004851,86,Shawarma,2024-06-27,2024-06-27,12.61,19.28,Bike,High,Rainy,1.9,Route_4,CUST004851,38,Male,Kolkata,11,1,Mediterranean,Monthly,Yes,Cold,3,5,Fair,4,False,False,Car-only,0.1642118300277204,No
ORD004852,54,Briyani rice,2024-11-18,2024-11-18,3.93,13.29,Bike,Low,Rainy,15.59,Route_3,CUST004852,25,Male,Hyderabad,36,4,Italian,Monthly,Yes,Hot,1,4,Fair,1,True,True,Bike-friendly,0.5565676947096019,No
ORD004853,51,Dumplings,2024-11-19,2024-11-19,4.99,24.76,Bike,Medium,Snowy,6.77,Route_3,CUST004853,46,Male,Bangalore,41,3,American,Monthly,Yes,Hot,2,1,Good,4,False,True,Bike-friendly,0.3274637238965485,No
ORD004854,74,Chicken pie,2024-05-14,2024-05-14,5.11,39.78,Bike,High,Sunny,16.67,Route_1,CUST004854,50,Female,Lucknow,9,3,Asian,Monthly,No,Hot,1,4,Poor,5,False,False,Car-only,0.0770006622264048,No
ORD004855,81,Taccos,2024-10-04,2024-10-04,6.25,41.36,Car,Low,Rainy,11.66,Route_3,CUST004855,42,Female,Chennai,30,2,Mediterranean,Monthly,No,Warm,4,3,Poor,3,True,True,Mixed,0.9135450282836036,Yes
ORD004856,4,Burger,2024-01-31,2024-01-31,7.93,30.42,Bike,Low,Snowy,2.99,Route_5,CUST004856,52,Male,Bangalore,35,3,American,Weekly,Yes,Cold,4,5,Poor,3,True,False,Mixed,0.5916228457416278,No
ORD004857,97,Pasta,2024-08-02,2024-08-02,12.3,14.62,Bike,High,Snowy,19.97,Route_2,CUST004857,22,Male,Lucknow,6,4,American,Weekly,Yes,Hot,3,4,Fair,4,True,False,Mixed,0.1841416367727847,No
ORD004858,79,Pasta,2024-10-15,2024-10-15,5.34,47.91,Car,Low,Rainy,10.63,Route_3,CUST004858,57,Other,Bangalore,16,3,Mediterranean,Monthly,No,Cold,3,5,Good,3,True,True,Mixed,0.6057964736102465,No
ORD004859,93,Taccos,2024-04-05,2024-04-05,9.9,12.82,Bike,High,Sunny,2.48,Route_5,CUST004859,32,Female,Pune,33,1,Mexican,Monthly,No,Cold,1,1,Good,2,True,False,Mixed,0.776494886591571,No
ORD004860,83,CoffeeBoba tea,2024-07-02,2024-07-02,3.17,15.03,Walk,High,Sunny,4.63,Route_1,CUST004860,26,Male,Jaipur,41,4,American,Weekly,No,Cold,2,1,Good,4,True,False,Bike-friendly,0.8720612515109509,Yes
ORD004861,89,Burritos,2024-08-06,2024-08-06,4.8,14.76,Bike,Low,Sunny,10.95,Route_4,CUST004861,18,Other,Delhi,12,1,Mexican,Monthly,Yes,Warm,1,4,Fair,4,False,False,Bike-friendly,0.4563764802770407,No
ORD004862,39,Chicken wings,2024-09-16,2024-09-16,11.62,27.8,Bike,Low,Sunny,-6.44,Route_1,CUST004862,34,Other,Pune,19,5,Italian,Monthly,Yes,Hot,3,3,Good,4,True,True,Mixed,0.5023447623849043,No
ORD004863,53,Fried chicken,2024-01-06,2024-01-06,8.69,32.86,Bike,Medium,Snowy,-1.06,Route_5,CUST004863,29,Male,Bangalore,33,1,Italian,Monthly,No,Cold,5,3,Good,3,False,True,Car-only,0.8144952742377201,Yes
ORD004864,9,CoffeeBoba tea,2024-04-09,2024-04-09,11.14,45.07,Walk,Low,Sunny,16.3,Route_5,CUST004864,60,Male,Hyderabad,3,5,Italian,Weekly,Yes,Cold,4,4,Poor,3,True,True,Car-only,0.6555182022355943,No
ORD004865,72,Chicken wings,2024-07-21,2024-07-21,12.95,18.22,Car,Medium,Snowy,13.27,Route_2,CUST004865,54,Male,Jaipur,6,4,American,Weekly,Yes,Cold,1,3,Fair,3,False,True,Bike-friendly,0.7135327761415129,No
ORD004866,5,Chicken wings,2024-03-10,2024-03-10,5.81,38.94,Car,High,Rainy,10.87,Route_3,CUST004866,43,Male,Chennai,7,3,American,Monthly,Yes,Cold,3,3,Fair,1,False,True,Mixed,0.4162394036819555,No
ORD004867,4,Pasta,2024-06-28,2024-06-28,5.53,46.45,Bike,Medium,Sunny,1.16,Route_5,CUST004867,35,Other,Pune,21,2,Asian,Weekly,Yes,Hot,4,3,Good,4,False,True,Car-only,0.7666237064310786,No
ORD004868,9,Fried chicken,2024-02-22,2024-02-22,7.08,43.41,Walk,Low,Sunny,15.02,Route_2,CUST004868,57,Other,Mumbai,41,3,Asian,Weekly,No,Hot,2,3,Good,1,True,False,Bike-friendly,0.6836666364791657,No
ORD004869,96,Burger,2024-06-14,2024-06-14,6.28,46.95,Car,High,Snowy,18.44,Route_4,CUST004869,32,Other,Mumbai,9,5,Mexican,Monthly,No,Cold,2,2,Poor,3,False,True,Bike-friendly,0.8379798506791764,Yes
ORD004870,79,Briyani rice,2024-04-29,2024-04-29,7.06,5.28,Bike,Medium,Rainy,11.15,Route_4,CUST004870,49,Male,Chennai,11,4,American,Weekly,No,Warm,2,2,Fair,4,True,True,Car-only,0.5244772941577177,No
ORD004871,73,Cookie,2024-02-15,2024-02-15,12.68,43.72,Car,Low,Sunny,10.27,Route_2,CUST004871,59,Male,Jaipur,30,5,Mediterranean,Monthly,Yes,Hot,1,3,Fair,5,False,True,Car-only,0.078462430792469,No
ORD004872,21,Briyani rice,2024-08-15,2024-08-15,14.75,37.98,Walk,Medium,Rainy,11.94,Route_2,CUST004872,33,Female,Delhi,39,3,Italian,Weekly,Yes,Cold,4,5,Good,1,False,False,Mixed,0.0010878586375004,No
ORD004873,35,Shawarma,2024-03-18,2024-03-18,10.08,21.2,Car,Low,Rainy,-9.6,Route_2,CUST004873,33,Other,Bangalore,48,5,Asian,Monthly,Yes,Hot,4,5,Fair,4,False,True,Mixed,0.7122735792538704,No
ORD004874,26,Chicken rice,2024-06-26,2024-06-26,2.69,29.75,Bike,Medium,Rainy,6.42,Route_3,CUST004874,19,Female,Ahmedabad,25,4,Italian,Monthly,Yes,Hot,5,3,Poor,5,True,True,Bike-friendly,0.819531454467977,Yes
ORD004875,48,Shawarma,2024-04-13,2024-04-13,8.23,10.07,Car,Medium,Rainy,7.67,Route_4,CUST004875,58,Other,Kolkata,25,1,Mexican,Monthly,No,Hot,5,5,Fair,1,False,False,Bike-friendly,0.2065297657463776,No
ORD004876,85,Beef pie,2024-09-22,2024-09-22,12.65,32.66,Car,High,Rainy,0.29,Route_4,CUST004876,58,Female,Delhi,17,1,American,Monthly,Yes,Hot,2,2,Fair,1,True,True,Mixed,0.3836885104752493,No
ORD004877,24,Chicken rice,2024-07-06,2024-07-06,12.54,32.17,Bike,Medium,Snowy,5.59,Route_4,CUST004877,39,Other,Pune,37,5,American,Weekly,No,Cold,2,4,Fair,1,False,False,Mixed,0.0991487375273311,No
ORD004878,10,Salad,2024-01-04,2024-01-04,2.94,11.94,Bike,Low,Snowy,3.48,Route_1,CUST004878,45,Other,Bangalore,35,2,Mediterranean,Monthly,No,Cold,1,1,Good,5,False,True,Mixed,0.4917413544697155,No
ORD004879,21,Salad,2024-10-19,2024-10-19,2.19,10.51,Walk,High,Snowy,8.53,Route_5,CUST004879,35,Other,Lucknow,39,1,Asian,Weekly,No,Cold,3,2,Poor,4,True,True,Mixed,0.4402910600972343,No
ORD004880,37,Whole cake,2024-03-27,2024-03-27,10.38,15.39,Bike,Medium,Rainy,-5.63,Route_4,CUST004880,58,Male,Bangalore,29,2,Italian,Monthly,No,Hot,4,4,Good,4,True,False,Mixed,0.8820952610702295,Yes
ORD004881,73,Pasta,2024-05-14,2024-05-14,4.72,17.84,Bike,Low,Snowy,8.28,Route_1,CUST004881,33,Other,Mumbai,21,1,Mexican,Weekly,Yes,Warm,1,5,Poor,5,True,True,Car-only,0.2969460607964544,No
ORD004882,89,Fried chicken,2024-06-19,2024-06-19,2.48,17.55,Walk,Low,Rainy,19.55,Route_5,CUST004882,41,Male,Hyderabad,31,4,Asian,Monthly,No,Cold,1,2,Fair,3,False,True,Bike-friendly,0.1853340535541562,No
ORD004883,96,Dumplings,2024-07-11,2024-07-11,8.85,5.87,Walk,High,Snowy,2.43,Route_1,CUST004883,49,Male,Bangalore,24,2,Mediterranean,Monthly,Yes,Warm,1,3,Good,3,False,True,Mixed,0.0292594365612045,No
ORD004884,53,Chicken wings,2024-06-10,2024-06-10,9.31,14.74,Bike,Low,Rainy,11.96,Route_5,CUST004884,18,Female,Hyderabad,26,2,American,Weekly,Yes,Cold,2,4,Poor,3,True,False,Mixed,0.2146818787480017,No
ORD004885,74,PastrySmoothie,2024-10-30,2024-10-30,4.04,9.02,Car,High,Rainy,-4.34,Route_3,CUST004885,36,Other,Hyderabad,24,4,American,Weekly,Yes,Hot,4,4,Fair,4,True,True,Car-only,0.374278496386522,No
ORD004886,3,Chicken rice,2024-03-17,2024-03-17,2.59,36.1,Car,High,Sunny,-4.91,Route_3,CUST004886,48,Female,Bangalore,34,3,Italian,Weekly,Yes,Hot,2,1,Poor,1,False,True,Mixed,0.3443539579935284,No
ORD004887,96,Salad,2024-02-17,2024-02-17,11.88,30.59,Car,Medium,Rainy,-2.13,Route_1,CUST004887,24,Other,Kolkata,19,1,American,Monthly,Yes,Warm,3,5,Poor,3,True,True,Car-only,0.6589936503192887,No
ORD004888,60,Fried chicken,2024-11-25,2024-11-25,6.89,15.75,Car,High,Rainy,14.16,Route_1,CUST004888,25,Other,Delhi,28,3,American,Weekly,Yes,Hot,4,3,Good,5,False,True,Mixed,0.6015704503847531,No
ORD004889,30,Dumplings,2024-11-04,2024-11-04,2.99,13.9,Car,Low,Snowy,-4.5,Route_3,CUST004889,25,Other,Jaipur,24,2,Italian,Weekly,No,Hot,5,3,Fair,5,True,False,Mixed,0.049161226778326,No
ORD004890,69,Pizza,2024-01-18,2024-01-18,6.88,28.96,Walk,Medium,Snowy,12.0,Route_3,CUST004890,26,Female,Chennai,40,5,Asian,Weekly,Yes,Warm,4,4,Fair,5,False,True,Mixed,0.6369289097556007,No
ORD004891,82,Chicken pie,2024-05-18,2024-05-18,7.91,6.94,Walk,Low,Sunny,9.66,Route_2,CUST004891,32,Female,Ahmedabad,31,4,Mexican,Weekly,No,Cold,1,2,Fair,5,True,True,Bike-friendly,0.4609853378838993,No
ORD004892,9,Whole cake,2024-08-10,2024-08-10,6.59,46.24,Car,Medium,Snowy,3.6,Route_4,CUST004892,47,Female,Lucknow,40,2,American,Monthly,No,Cold,5,2,Good,3,False,True,Bike-friendly,0.1076855098522218,No
ORD004893,90,Taccos,2024-12-11,2024-12-11,13.56,26.77,Bike,Low,Rainy,7.64,Route_5,CUST004893,29,Female,Kolkata,38,2,Mediterranean,Monthly,No,Hot,5,4,Good,4,False,False,Bike-friendly,0.4592410032963702,No
ORD004894,63,Chicken wings,2024-11-07,2024-11-07,12.96,5.06,Bike,High,Sunny,12.4,Route_5,CUST004894,34,Other,Kolkata,43,3,Asian,Weekly,No,Hot,1,2,Fair,3,True,False,Car-only,0.2931621297560384,No
ORD004895,64,Cookie,2024-04-09,2024-04-09,8.43,20.01,Bike,Low,Sunny,-2.51,Route_5,CUST004895,39,Male,Hyderabad,44,4,Asian,Weekly,No,Warm,3,3,Fair,1,False,False,Car-only,0.5670393562277365,No
ORD004896,41,Fried chicken,2024-11-16,2024-11-16,5.58,25.17,Bike,Low,Snowy,0.63,Route_1,CUST004896,42,Male,Hyderabad,35,3,Asian,Monthly,Yes,Hot,4,4,Fair,5,True,False,Mixed,0.7717636610341655,No
ORD004897,34,Chicken pie,2024-10-18,2024-10-18,2.59,13.73,Walk,High,Snowy,14.59,Route_5,CUST004897,48,Other,Bangalore,7,5,Mexican,Monthly,Yes,Cold,1,4,Fair,3,False,True,Bike-friendly,0.8195674769786437,Yes
ORD004898,12,Cup cake,2024-07-10,2024-07-10,4.2,44.25,Bike,Medium,Snowy,5.16,Route_5,CUST004898,42,Female,Hyderabad,27,3,American,Monthly,Yes,Hot,5,4,Poor,1,True,True,Mixed,0.9392536314929316,Yes
ORD004899,19,Pasta,2024-01-21,2024-01-21,7.99,39.78,Car,Low,Sunny,14.98,Route_2,CUST004899,42,Male,Kolkata,47,3,Mediterranean,Weekly,Yes,Hot,5,5,Fair,4,True,False,Car-only,0.791878220892099,No
ORD004900,38,Soup,2024-11-05,2024-11-05,6.59,11.05,Bike,Low,Snowy,-1.21,Route_2,CUST004900,37,Female,Mumbai,43,4,Mediterranean,Monthly,Yes,Cold,3,2,Fair,5,False,False,Car-only,0.3741701050007767,No
ORD004901,20,Shawarma,2024-03-21,2024-03-21,14.41,26.33,Car,Medium,Snowy,1.47,Route_3,CUST004901,26,Female,Chennai,29,3,Mexican,Monthly,Yes,Warm,2,1,Poor,3,True,False,Bike-friendly,0.0642904939334035,No
ORD004902,88,Burger,2024-01-12,2024-01-12,8.97,16.99,Walk,Low,Sunny,-0.14,Route_3,CUST004902,54,Female,Ahmedabad,29,5,American,Weekly,No,Cold,4,4,Fair,4,True,True,Mixed,0.9499446359728204,Yes
ORD004903,72,Pasta,2024-03-06,2024-03-06,9.1,8.59,Bike,High,Rainy,14.04,Route_3,CUST004903,31,Female,Ahmedabad,34,1,Mexican,Monthly,Yes,Warm,1,3,Good,1,False,True,Bike-friendly,0.3337219475668573,No
ORD004904,20,Chicken wings,2024-04-11,2024-04-11,7.47,37.0,Car,Low,Snowy,8.54,Route_1,CUST004904,36,Female,Ahmedabad,24,2,Mediterranean,Weekly,No,Warm,2,1,Fair,1,False,True,Bike-friendly,0.726578971733438,No
ORD004905,60,PastrySmoothie,2024-04-17,2024-04-17,5.7,42.74,Walk,Medium,Sunny,-5.71,Route_4,CUST004905,37,Other,Jaipur,4,5,Italian,Monthly,No,Warm,5,2,Fair,5,False,True,Car-only,0.3189542730571018,No
ORD004906,76,CoffeeBoba tea,2024-11-28,2024-11-28,8.63,18.25,Car,High,Snowy,-4.69,Route_2,CUST004906,26,Male,Bangalore,9,5,Mediterranean,Monthly,No,Hot,1,1,Good,1,True,False,Mixed,0.5240996063168228,No
ORD004907,86,Soup,2024-07-31,2024-07-31,2.85,34.99,Walk,Medium,Sunny,11.53,Route_5,CUST004907,60,Other,Mumbai,16,5,Asian,Weekly,Yes,Cold,1,4,Poor,2,True,True,Car-only,0.983247172439574,Yes
ORD004908,48,Cup cake,2024-04-24,2024-04-24,12.45,25.77,Walk,Low,Snowy,4.57,Route_2,CUST004908,58,Male,Chennai,4,2,Mexican,Weekly,Yes,Cold,1,1,Poor,1,False,True,Bike-friendly,0.1722106079054884,No
ORD004909,83,Pasta,2024-02-10,2024-02-10,14.74,35.73,Walk,Medium,Rainy,-8.49,Route_4,CUST004909,39,Other,Hyderabad,41,5,Italian,Monthly,No,Hot,2,2,Poor,3,False,False,Bike-friendly,0.8045691037658717,Yes
ORD004910,5,Taccos,2024-07-26,2024-07-26,3.32,45.9,Walk,Low,Snowy,9.33,Route_1,CUST004910,19,Male,Hyderabad,27,4,Asian,Monthly,No,Hot,2,3,Fair,1,True,True,Bike-friendly,0.7803919097306967,No
ORD004911,52,Shawarma,2024-01-07,2024-01-07,13.6,41.72,Car,High,Sunny,-4.61,Route_5,CUST004911,40,Female,Hyderabad,25,2,American,Weekly,Yes,Warm,4,3,Poor,1,False,False,Mixed,0.2599377903140607,No
ORD004912,75,Sushi,2024-06-27,2024-06-27,13.89,49.78,Car,Low,Snowy,1.94,Route_1,CUST004912,40,Female,Mumbai,29,1,Asian,Weekly,Yes,Cold,2,3,Fair,3,True,True,Car-only,0.834064482456178,Yes
ORD004913,24,Briyani rice,2024-01-05,2024-01-05,14.09,43.55,Walk,High,Sunny,3.72,Route_3,CUST004913,26,Other,Mumbai,49,5,Italian,Monthly,No,Cold,5,1,Good,1,True,False,Mixed,0.0968434485192328,No
ORD004914,81,Shawarma,2024-10-24,2024-10-24,13.55,29.75,Car,Low,Snowy,3.92,Route_5,CUST004914,40,Female,Hyderabad,46,2,Mediterranean,Monthly,No,Hot,2,4,Fair,1,True,False,Car-only,0.1552526870966133,No
ORD004915,37,Pasta,2024-07-27,2024-07-27,4.05,33.22,Walk,Low,Rainy,-3.84,Route_3,CUST004915,23,Female,Jaipur,6,5,American,Monthly,No,Hot,5,1,Fair,2,True,False,Car-only,0.6218782472976506,No
ORD004916,55,Burger,2024-01-02,2024-01-02,4.63,11.05,Bike,Medium,Snowy,13.83,Route_2,CUST004916,58,Female,Lucknow,34,4,Asian,Monthly,Yes,Warm,4,5,Poor,3,True,False,Mixed,0.8421182163263913,Yes
ORD004917,8,Burger,2024-03-27,2024-03-27,13.76,24.63,Car,Low,Snowy,-1.63,Route_3,CUST004917,23,Female,Kolkata,42,3,Asian,Monthly,Yes,Cold,5,5,Fair,3,False,False,Mixed,0.1442094495041149,No
ORD004918,38,Salad,2024-01-19,2024-01-19,13.1,22.09,Walk,Medium,Sunny,1.84,Route_5,CUST004918,45,Male,Lucknow,10,1,Italian,Weekly,No,Warm,2,1,Poor,4,True,False,Bike-friendly,0.5563750711266044,No
ORD004919,34,Pasta,2024-11-25,2024-11-25,8.31,49.98,Walk,High,Rainy,-6.0,Route_2,CUST004919,45,Other,Chennai,47,4,Asian,Weekly,No,Hot,1,3,Good,4,False,False,Mixed,0.2645136232382374,No
ORD004920,37,Cookie,2024-02-01,2024-02-01,8.51,6.47,Walk,Low,Snowy,-7.43,Route_3,CUST004920,24,Male,Pune,38,2,Mediterranean,Monthly,Yes,Warm,4,4,Fair,2,True,True,Bike-friendly,0.3798034986842138,No
ORD004921,22,Salad,2024-07-11,2024-07-11,7.26,5.19,Walk,Low,Snowy,3.73,Route_1,CUST004921,30,Male,Ahmedabad,25,4,American,Weekly,No,Hot,3,5,Poor,1,True,True,Bike-friendly,0.5017962194367611,No
ORD004922,84,Beef pie,2024-04-09,2024-04-09,11.62,13.65,Car,High,Sunny,9.8,Route_5,CUST004922,39,Female,Pune,42,3,Mexican,Monthly,Yes,Warm,4,4,Fair,2,True,False,Car-only,0.3072854670937383,No
ORD004923,54,Burritos,2024-08-15,2024-08-15,14.49,22.73,Car,Low,Snowy,8.32,Route_5,CUST004923,24,Female,Kolkata,2,3,Mediterranean,Monthly,No,Warm,4,4,Fair,5,True,False,Bike-friendly,0.5040886815786173,No
ORD004924,29,Pizza,2024-10-04,2024-10-04,10.95,27.52,Car,High,Rainy,-3.27,Route_1,CUST004924,34,Other,Pune,31,3,American,Weekly,No,Warm,2,5,Fair,1,False,True,Mixed,0.8944941893193251,Yes
ORD004925,37,Cup cake,2024-07-02,2024-07-02,10.01,10.95,Walk,Low,Snowy,18.09,Route_5,CUST004925,23,Other,Jaipur,44,5,American,Monthly,Yes,Hot,5,3,Poor,1,False,False,Mixed,0.3997098003147938,No
ORD004926,19,Burritos,2024-03-05,2024-03-05,12.3,26.99,Car,Low,Sunny,-7.23,Route_5,CUST004926,49,Other,Chennai,22,1,Mediterranean,Monthly,No,Cold,2,5,Poor,1,False,False,Mixed,0.7134401042390702,No
ORD004927,93,Soup,2024-03-03,2024-03-03,2.37,41.13,Bike,High,Rainy,-0.02,Route_4,CUST004927,47,Other,Ahmedabad,14,2,Italian,Monthly,No,Hot,5,1,Fair,2,True,True,Mixed,0.8630916282866982,Yes
ORD004928,31,Shawarma,2024-10-20,2024-10-20,6.51,33.67,Bike,Low,Rainy,16.55,Route_3,CUST004928,34,Male,Mumbai,21,3,Italian,Monthly,No,Hot,3,2,Fair,2,True,False,Bike-friendly,0.5328211502572437,No
ORD004929,1,Dumplings,2024-05-03,2024-05-03,13.6,20.77,Bike,Low,Rainy,-5.45,Route_4,CUST004929,47,Male,Hyderabad,41,2,Mediterranean,Monthly,No,Hot,3,2,Fair,5,False,True,Mixed,0.9728561113036084,Yes
ORD004930,83,Chicken wings,2024-10-01,2024-10-01,8.39,8.29,Walk,Low,Sunny,-4.75,Route_2,CUST004930,23,Other,Bangalore,1,4,American,Weekly,No,Cold,1,5,Good,3,False,False,Car-only,0.1814276809287393,No
ORD004931,99,Shawarma,2024-02-12,2024-02-12,3.13,40.69,Bike,Low,Sunny,8.92,Route_4,CUST004931,50,Male,Bangalore,22,1,Asian,Monthly,Yes,Warm,4,4,Fair,2,False,False,Car-only,0.0896573249760108,No
ORD004932,49,Burger,2024-08-02,2024-08-02,9.24,11.57,Car,High,Rainy,17.0,Route_5,CUST004932,25,Other,Jaipur,48,4,Mexican,Weekly,No,Warm,1,5,Good,4,False,False,Car-only,0.2070159124944237,No
ORD004933,59,Briyani rice,2024-06-11,2024-06-11,12.17,35.49,Walk,High,Snowy,4.5,Route_2,CUST004933,28,Other,Kolkata,15,3,Mediterranean,Weekly,Yes,Hot,5,1,Good,1,True,False,Car-only,0.7295420104271748,No
ORD004934,18,Pasta,2024-08-01,2024-08-01,13.64,43.67,Walk,Low,Sunny,18.36,Route_4,CUST004934,45,Male,Ahmedabad,28,5,Italian,Monthly,No,Cold,5,3,Poor,4,False,False,Bike-friendly,0.2181903069576336,No
ORD004935,18,Salad,2024-08-07,2024-08-07,8.84,30.42,Bike,High,Snowy,15.22,Route_5,CUST004935,27,Male,Mumbai,13,1,Mexican,Monthly,No,Hot,2,4,Poor,1,True,True,Bike-friendly,0.7609218851407001,No
ORD004936,35,Sushi,2024-08-13,2024-08-13,8.53,42.03,Car,High,Sunny,10.17,Route_5,CUST004936,20,Female,Jaipur,16,5,Mediterranean,Monthly,No,Cold,4,5,Fair,1,True,True,Car-only,0.6956431097359069,No
ORD004937,60,Dumplings,2024-03-29,2024-03-29,12.78,13.4,Car,Medium,Sunny,6.23,Route_3,CUST004937,22,Other,Delhi,6,4,Italian,Monthly,No,Warm,1,5,Fair,2,False,True,Car-only,0.6035626511432403,No
ORD004938,62,Burger,2024-08-20,2024-08-20,10.51,37.51,Walk,High,Snowy,0.69,Route_2,CUST004938,60,Other,Lucknow,27,5,Italian,Weekly,Yes,Warm,4,3,Poor,1,False,True,Car-only,0.1515940525137983,No
ORD004939,61,Salad,2024-01-14,2024-01-14,5.85,30.56,Walk,Medium,Rainy,0.54,Route_5,CUST004939,48,Male,Delhi,12,2,Italian,Monthly,No,Cold,5,4,Good,1,True,True,Bike-friendly,0.3739180690507909,No
ORD004940,99,Taccos,2024-10-19,2024-10-19,12.37,29.99,Bike,High,Sunny,16.54,Route_1,CUST004940,26,Female,Mumbai,50,4,American,Weekly,Yes,Hot,2,1,Poor,4,False,False,Car-only,0.3785964594060362,No
ORD004941,28,Pasta,2024-05-15,2024-05-15,5.27,37.88,Walk,Low,Sunny,-9.02,Route_2,CUST004941,55,Male,Kolkata,24,5,Italian,Monthly,No,Hot,3,4,Good,1,True,False,Car-only,0.0639441775467193,No
ORD004942,69,Shawarma,2024-04-06,2024-04-06,5.43,40.2,Walk,Medium,Sunny,-1.85,Route_3,CUST004942,41,Other,Mumbai,16,5,Asian,Monthly,No,Warm,5,1,Good,5,False,False,Bike-friendly,0.6580398469938099,No
ORD004943,66,PastrySmoothie,2024-09-10,2024-09-10,13.59,27.99,Bike,Low,Rainy,16.44,Route_1,CUST004943,33,Male,Delhi,28,2,Italian,Weekly,Yes,Hot,1,1,Good,2,False,False,Bike-friendly,0.7277338563694535,No
ORD004944,99,Chicken pie,2024-05-29,2024-05-29,7.94,28.48,Bike,Medium,Rainy,0.31,Route_1,CUST004944,53,Female,Chennai,13,2,Mexican,Monthly,Yes,Cold,5,5,Fair,3,True,True,Car-only,0.7500994886350274,No
ORD004945,35,Shawarma,2024-04-20,2024-04-20,9.92,39.6,Bike,High,Snowy,14.3,Route_1,CUST004945,34,Female,Ahmedabad,22,1,Mediterranean,Weekly,No,Cold,4,1,Fair,5,True,False,Car-only,0.4069262886693235,No
ORD004946,11,Burritos,2024-08-08,2024-08-08,9.12,38.09,Car,Medium,Rainy,4.92,Route_5,CUST004946,41,Male,Jaipur,14,2,Mexican,Weekly,Yes,Hot,2,5,Good,2,False,False,Car-only,0.0601381709856894,No
